Dataset,Precision,Recall,Accuracy,F1,Runtime,lgr__C,lgr__class_weight,lgr__dual,lgr__fit_intercept,lgr__intercept_scaling,lgr__l1_ratio,lgr__max_iter,lgr__multi_class,lgr__penalty,lgr__random_state,lgr__solver,lgr__tol,lgr__verbose,lgr__warm_start
fc_valid_lb_none,0.9240494474620715,0.9064400798625621,0.9240494474620715,0.8891824185834661,9253.245478153229,0.01,None,False,True,1,None,100,multinomial,l2,42,sag,0.0001,0,True
fc_valid_lb_none,0.9234624572579512,0.9064583819072045,0.9234624572579512,0.888031064412974,9329.808730125427,0.001,None,False,True,1,None,75,multinomial,none,42,sag,0.001,0,True
fc_valid_lb_none,0.9261219900683969,0.9094675107056414,0.9261219900683969,0.8920084914058756,9429.61018705368,0.001,None,False,True,1,None,75,auto,none,42,lbfgs,0.01,0,True
fc_valid_lb_none,0.9268779947246024,0.9120022277917015,0.9268779947246024,0.8934864158235761,9349.721683740616,0.005,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_std,0.9245713214854608,0.905499720826354,0.9245713214854608,0.8896050466264399,4365.111558198929,0.01,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_std,0.9258252912333302,0.9109104449823124,0.9258252912333302,0.8917748917748918,5463.980788230896,0.01,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_std,0.9236557796790108,0.9070837594124755,0.9236557796790108,0.8886612021857924,7084.598163843155,0.001,None,False,True,1,None,75,multinomial,none,42,sag,0.001,0,True
fc_valid_lb_std,0.9260508400474674,0.90930265057996,0.9260508400474674,0.8918128654970761,5141.294590711594,0.01,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-1,0.9241601099038341,0.9088235294117647,0.9241601099038341,0.8890664961636828,5893.854145288467,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_mm_0-1,0.9243455988005248,0.9073781168589505,0.9243455988005248,0.8895425730834131,6003.425274133682,0.001,None,False,True,1,None,50,multinomial,none,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-1,0.9270683733999375,0.9112119248217757,0.9270683733999375,0.8939146230699364,5959.668824911118,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_mm_0-1,0.9253239656518345,0.908073317475864,0.9253239656518345,0.8906067744665279,5974.26026558876,0.001,None,False,True,1,None,75,auto,none,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-10,0.9254993279779952,0.9098330068103367,0.9254993279779952,0.8911072024122256,5175.543881893158,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.001,0,True
fc_valid_lb_mm_0-10,0.9263111860806548,0.9104484576975127,0.9263111860806548,0.8921304129132562,5235.24724149704,0.01,None,False,True,1,None,50,multinomial,l2,42,saga,0.01,0,True
fc_valid_lb_mm_0-10,0.9238718136834054,0.9074902179988821,0.9238718136834054,0.8887570995187154,5079.668901443481,0.001,None,False,True,1,None,50,multinomial,none,42,saga,0.01,0,True
fc_valid_lb_mm_0-10,0.923974783097185,0.9081999346618752,0.923974783097185,0.8887468030690536,5233.296565055847,0.01,None,False,True,1,None,50,multinomial,l2,42,newton-cg,0.01,0,True
fc_valid_lb_mm_0-100,0.9270260989010989,0.9095858538855282,0.9270260989010989,0.8931892435285247,8902.123376369476,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_mm_0-100,0.9243034732633684,0.9052924791086351,0.9243034732633684,0.8894565192601546,8912.593359231949,0.01,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-100,0.9259033698741372,0.9114224539191956,0.9259033698741372,0.89193067164689,8927.516828775406,0.001,None,False,True,1,None,50,multinomial,l2,42,saga,0.01,0,True
fc_valid_lb_mm_0-100,0.926634718948535,0.9130799329234209,0.926634718948535,0.8929482507288629,9046.92139005661,0.005,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-1000,0.9260820685778527,0.9157311221875437,0.9260820685778527,0.8925312145289442,13431.308836698532,0.001,None,False,True,1,None,50,auto,none,42,newton-cg,0.01,0,True
fc_valid_lb_mm_0-1000,0.9270745494862426,0.9125861105939304,0.9270745494862426,0.8935782325327013,13293.49121928215,0.001,None,False,True,1,None,50,multinomial,none,42,newton-cg,0.01,0,True
fc_valid_lb_mm_0-1000,0.9282948157401624,0.9141127154168608,0.9282948157401624,0.8952650305629049,13187.270992040634,0.001,None,False,True,1,None,50,auto,none,42,newton-cg,0.01,0,True
fc_valid_lb_mm_0-1000,0.9296119915684284,0.9185219614222635,0.9296119915684284,0.8976199127906975,13359.587904691696,0.005,None,False,True,1,None,50,auto,l2,42,liblinear,0.0001,0,True
lr_valid_lb_none,0.9029015366125848,0.9201047425080011,0.9029015366125848,0.8934763568556171,20205.429086446762,0.005,None,False,True,1,None,50,auto,l2,42,liblinear,0.01,0,True
lr_valid_lb_none,0.9006815801672189,0.9169084368109551,0.9006815801672189,0.8912409994171947,19620.109153032303,0.01,None,False,True,1,None,75,multinomial,l2,42,lbfgs,0.01,0,True
lr_valid_lb_none,0.9007114746773445,0.9173920629689226,0.9007114746773445,0.8911907340270258,19770.726132154465,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
lr_valid_lb_none,0.9007037352099606,0.9151852354457864,0.9007037352099606,0.8909523270297814,19627.936166524887,0.005,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
lr_valid_lb_std,0.8994025359982807,0.9186008182576154,0.8994025359982807,0.8900725209484086,9935.36565065384,0.005,None,False,True,1,None,50,auto,l2,42,sag,0.01,0,True
lr_valid_lb_std,0.8981110376848411,0.91275141800724,0.8981110376848411,0.8881814414346533,11077.180463314056,0.005,None,False,True,1,None,50,auto,l2,42,sag,0.01,0,True
lr_valid_lb_std,0.8995944599099563,0.9158610535288761,0.8995944599099563,0.8899975525726228,10488.849016904831,0.005,None,False,True,1,None,50,auto,l2,42,sag,0.01,0,True
lr_valid_lb_std,0.901004550528033,0.9169117078077845,0.901004550528033,0.8915578796884993,12589.337057352066,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
lr_valid_lb_mm_0-1,0.8987626546681665,0.9107502322700527,0.8987626546681665,0.8886643499282314,11205.67683005333,0.001,None,False,True,1,None,50,multinomial,none,42,saga,0.001,0,True
lr_valid_lb_mm_0-1,0.9006142875553074,0.9162572099978638,0.9006142875553074,0.8907916847610596,11171.22956252098,0.001,None,False,True,1,None,50,auto,none,42,saga,0.01,0,True
lr_valid_lb_mm_0-1,0.9007596892570496,0.9140908739664632,0.9007596892570496,0.8911342341918169,11458.481626749039,0.001,None,False,True,1,None,50,auto,none,42,sag,0.01,0,True
lr_valid_lb_mm_0-1,0.898600286988426,0.9129036009147642,0.898600286988426,0.8886792630814364,11574.846066236496,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
lr_valid_lb_mm_0-10,0.9007854662954178,0.9174995633357269,0.9007854662954178,0.891184482124848,11192.751536369324,0.001,None,False,True,1,None,50,auto,l2,42,saga,0.01,0,True
lr_valid_lb_mm_0-10,0.8978191219797116,0.9165018037937857,0.8978191219797116,0.8881975902708595,11246.019232034683,0.001,None,False,True,1,None,50,auto,l2,42,liblinear,0.01,0,True
lr_valid_lb_mm_0-10,0.9020235754698352,0.9201478957760657,0.9020235754698352,0.8928229305584252,11165.399440288544,0.001,None,False,True,1,None,50,auto,l2,42,liblinear,0.01,0,True
lr_valid_lb_mm_0-10,0.8990325598963028,0.9140653690782226,0.8990325598963028,0.8893966749416987,11305.35212802887,0.005,None,False,True,1,None,50,auto,l2,42,liblinear,0.001,0,True
lr_valid_lb_mm_0-100,0.8997378711701259,0.914277956634731,0.8997378711701259,0.8898914582350165,18597.27752804756,0.001,None,False,True,1,None,50,auto,none,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-100,0.8993357223267765,0.9148622715025103,0.8993357223267765,0.8895988841136997,18821.367255926132,0.01,None,False,True,1,None,50,auto,l2,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-100,0.9004466586497165,0.9181876369843086,0.9004466586497165,0.8909361237625626,18523.280469179153,0.001,None,False,True,1,None,50,auto,l2,42,sag,0.01,0,True
lr_valid_lb_mm_0-100,0.9007472300953363,0.9142414860681115,0.9007472300953363,0.8910345868064723,18722.033195257187,0.001,None,False,True,1,None,50,auto,none,42,newton-cg,0.01,0,True
lr_valid_lb_mm_0-1000,0.9053015008462126,0.925419984886357,0.9053015008462126,0.8965394253963188,27496.2370326519,0.001,None,False,True,1,None,50,auto,none,42,newton-cg,0.01,0,True
lr_valid_lb_mm_0-1000,0.9063403915644553,0.9230114186181537,0.9063403915644553,0.8973432678557989,27529.764036417007,0.001,None,False,True,1,None,100,multinomial,none,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1000,0.9059185532807316,0.925125082418648,0.9059185532807316,0.8970814998683667,27116.631018400192,0.001,None,False,True,1,None,100,multinomial,none,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1000,0.9048609261280149,0.9229588764350511,0.9048609261280149,0.895643650210183,26864.11636352539,0.001,None,False,True,1,None,50,auto,none,42,newton-cg,0.01,0,True
fc_valid_lb_none,0.9257651467832605,0.9101071262226362,0.9257651467832605,0.8915453757357303,10208.949478626251,0.01,None,False,True,1,None,50,auto,l2,42,liblinear,0.01,0,True
fc_valid_lb_std,0.9248525142803633,0.9078185104509431,0.9248525142803633,0.8905457934577526,7698.792307853699,0.01,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-1,0.9271259485962338,0.9128937694849006,0.9271259485962338,0.8937023118095889,6244.327255249023,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_mm_0-10,0.9249598026819026,0.9066344769952179,0.9249598026819026,0.8904087727697604,5296.44352555275,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_mm_0-100,0.9267653118561529,0.9203695965083345,0.9267653118561529,0.8941717791411044,9563.675743818283,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-1000,0.9255962142154336,0.9134861233787365,0.9255962142154336,0.8918845315904139,14264.10706114769,0.001,None,False,True,1,None,75,auto,none,42,newton-cg,0.01,0,True
lr_valid_lb_none,0.9018192740066936,0.9196521941206088,0.9018192740066936,0.8924910025465377,20856.268029928207,0.005,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
lr_valid_lb_std,0.9016769471314926,0.9167554582614929,0.9016769471314926,0.8921188813166304,11000.346863031387,0.01,None,False,True,1,None,75,auto,l2,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1,0.9012349920129168,0.9233093190797118,0.9012349920129168,0.8923744993074534,11595.589151859283,0.01,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
lr_valid_lb_mm_0-10,0.8988342224856748,0.9143344445305838,0.8988342224856748,0.8890396502336801,11355.129851818085,0.001,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-100,0.8994362517617133,0.9147049119878898,0.8994362517617133,0.8895683521129418,19609.492836475372,0.01,None,False,True,1,None,50,auto,l2,42,sag,0.01,0,True
lr_valid_lb_mm_0-1000,0.9082327678763152,0.9295075610701823,0.9082327678763152,0.8997485268175506,28447.028886318207,0.001,None,False,True,1,None,50,auto,none,42,newton-cg,0.01,0,True
fc_valid_lb_none,0.9256796828666854,0.9158826528247671,0.9256796828666854,0.8924716614731518,161.63576364517212,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_std,0.922577321197171,0.9087023184500302,0.922577321197171,0.8874872376630742,124.71919226646423,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-1,0.9234299630028567,0.9211198291471284,0.9234299630028567,0.889985421105753,141.2242021560669,0.002,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-10,0.9233687760550845,0.9093494987176498,0.9233687760550845,0.8882259166476885,132.6169593334198,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_mm_0-100,0.923924580133608,0.9096438686910897,0.923924580133608,0.8893680769929181,153.1482434272766,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_mm_0-1000,0.9260491339861625,0.9159499790804705,0.9260491339861625,0.8927301148592013,199.53405380249023,0.002,None,False,True,1,None,60,multinomial,l2,42,lbfgs,0.01,0,True
lr_valid_lb_none,0.8997346751272959,0.9132201029132975,0.8997346751272959,0.8899361880614178,284.94001269340515,0.001,None,False,True,1,None,50,multinomial,none,42,lbfgs,0.01,0,True
lr_valid_lb_std,0.9000868286895746,0.9158329455560726,0.9000868286895746,0.890453568600837,237.31228303909302,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
lr_valid_lb_mm_0-1,0.8982326748843846,0.911232165012407,0.8982326748843846,0.8881519900991035,267.33019399642944,0.001,None,False,True,1,None,50,auto,none,42,sag,0.01,0,True
lr_valid_lb_mm_0-10,0.8985095629939164,0.9116406824248521,0.8985095629939164,0.8885076540230752,257.5370955467224,0.001,None,False,True,1,None,50,auto,none,42,sag,0.01,0,True
lr_valid_lb_mm_0-100,0.9002860013913582,0.9173648281746956,0.9002860013913582,0.8906944339835806,276.48358726501465,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
lr_valid_lb_mm_0-1000,0.9058669001751314,0.9234428480266084,0.9058669001751314,0.8970161449381534,386.6254277229309,0.001,None,False,True,1,None,60,multinomial,none,42,lbfgs,0.01,0,True
fc_valid_lb_none,0.9242961320445353,0.9093902156271737,0.9242961320445353,0.88999319264806,154.58687496185303,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_none,0.9236966602651178,0.9094893914665423,0.9236966602651178,0.8886661350951133,160.13010382652283,0.001,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_none,0.9253999219664456,0.914245939675174,0.9253999219664456,0.8918160420061559,159.64569926261902,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_none,0.9262081349051449,0.91508250058099,0.9262081349051449,0.8928393270146479,162.58969354629517,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_std,0.9252626813008384,0.9121869627839985,0.9252626813008384,0.8913354368601457,120.69356775283813,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_std,0.924438754800637,0.9079472658063318,0.924438754800637,0.8898948996769643,121.27069401741028,0.001,None,False,True,1,None,60,multinomial,none,42,lbfgs,0.01,0,True
fc_valid_lb_std,0.9248864399107128,0.9113564374883547,0.9248864399107128,0.8904920121978973,120.16003227233887,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_std,0.9267645221736415,0.9109455053563111,0.9267645221736415,0.8929370405880473,120.90450763702393,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_mm_0-1,0.9252298518645709,0.9191354574250047,0.9252298518645709,0.8917611967279794,141.8045015335083,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-1,0.9267949978923704,0.9159675615212528,0.9267949978923704,0.893419706784862,139.9809594154358,0.001,None,False,True,1,None,50,auto,none,42,sag,0.02,0,True
fc_valid_lb_mm_0-1,0.9245200561885438,0.9189252010599228,0.9245200561885438,0.8910074374577417,144.95232796669006,0.002,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-1,0.9264074669496949,0.9235562168697108,0.9264074669496949,0.8938995026890795,138.66268587112427,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-10,0.9262643301158904,0.9111017779644407,0.9262643301158904,0.8921382713792868,131.67778134346008,0.001,None,False,True,1,None,60,multinomial,none,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-10,0.924432580937217,0.9065628476084538,0.924432580937217,0.889879666067651,133.10390639305115,0.001,None,False,True,1,None,50,auto,none,42,sag,0.02,0,True
fc_valid_lb_mm_0-10,0.9257772850071053,0.9080092592592592,0.9257772850071053,0.8919256918074535,130.1092450618744,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
fc_valid_lb_mm_0-10,0.9250089758199216,0.9090570950344058,0.9250089758199216,0.8905894142297531,130.4231994152069,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
fc_valid_lb_mm_0-100,0.9246537915098906,0.9078660038098778,0.9246537915098906,0.8900833599052521,151.2379288673401,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
fc_valid_lb_mm_0-100,0.9236585175349528,0.9017524235645041,0.9236585175349528,0.8878691232820136,152.68063235282898,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_mm_0-100,0.9268528782650783,0.9091416089603569,0.9268528782650783,0.8930585039603735,151.42850017547607,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
fc_valid_lb_mm_0-100,0.9247991262969031,0.9094925817403842,0.9247991262969031,0.8902799908946052,153.67649221420288,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
fc_valid_lb_mm_0-1000,0.9255350703279891,0.9145786933927246,0.9255350703279891,0.8920619116582187,192.08896255493164,0.002,None,False,True,1,None,60,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-1000,0.9262346257101829,0.9119190230765659,0.9262346257101829,0.8926055537881198,189.9844081401825,0.001,None,False,True,1,None,60,multinomial,none,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-1000,0.9271183000515231,0.9162987405307431,0.9271183000515231,0.8941496598639456,199.50028157234192,0.001,None,False,True,1,None,60,multinomial,l2,42,lbfgs,0.01,0,True
fc_valid_lb_mm_0-1000,0.9282132983459069,0.9182585311572701,0.9282132983459069,0.896032212821789,197.49372553825378,0.001,None,False,True,1,None,60,multinomial,l2,42,lbfgs,0.01,0,True
lr_valid_lb_none,0.9013461009489754,0.9193720528593329,0.9013461009489754,0.8919638906930992,282.9764964580536,0.002,None,False,True,1,None,50,multinomial,l2,42,lbfgs,0.01,0,True
lr_valid_lb_none,0.901287148266772,0.9202152369154537,0.901287148266772,0.8921373616063051,284.9291784763336,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
lr_valid_lb_none,0.9003732562739736,0.9149905933008786,0.9003732562739736,0.8906509590696269,283.3091948032379,0.002,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
lr_valid_lb_none,0.8994970554098783,0.9138151769087524,0.8994970554098783,0.8896211806473543,282.11775612831116,0.001,None,False,True,1,None,50,multinomial,none,42,lbfgs,0.01,0,True
lr_valid_lb_std,0.9002481773136738,0.9138341758177909,0.9002481773136738,0.8903985507246377,237.8116636276245,0.001,None,False,True,1,None,50,auto,none,42,sag,0.01,0,True
lr_valid_lb_std,0.900767487380241,0.917796298803009,0.900767487380241,0.8914474610970765,237.5632586479187,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.01,0,True
lr_valid_lb_std,0.8988894328635111,0.912063812444203,0.8988894328635111,0.8886934815907415,238.68632125854492,0.002,None,False,True,1,None,50,auto,l2,42,sag,0.02,0,True
lr_valid_lb_std,0.8998813943894389,0.913709818224145,0.8998813943894389,0.8899449204984554,236.13616681098938,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-1,0.8961727503952706,0.8989995143273434,0.8961727503952706,0.88452238734649,270.09804248809814,0.001,None,False,True,1,None,50,auto,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-1,0.8984255008794886,0.9074902667209018,0.8984255008794886,0.8878339965889711,271.13978242874146,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-1,0.9006258638896282,0.9175976301574087,0.9006258638896282,0.8911725162418556,272.9623773097992,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
lr_valid_lb_mm_0-1,0.8996855778151953,0.909418255735166,0.8996855778151953,0.8894527071164169,281.0817000865936,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.01,0,True
lr_valid_lb_mm_0-10,0.9003107776308786,0.9139732920456745,0.9003107776308786,0.8905168674925986,254.90221905708313,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-10,0.8980320004126867,0.9113161728994658,0.8980320004126867,0.8877744133232399,249.5464470386505,0.001,None,False,True,1,None,50,auto,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-10,0.8995092351459832,0.9125781765916948,0.8995092351459832,0.889345270769056,255.97941851615906,0.001,None,False,True,1,None,50,auto,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-10,0.8983330327467601,0.912001084493677,0.8983330327467601,0.8883460348600318,257.8614273071289,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-100,0.8998762737786332,0.9176999380037197,0.8998762737786332,0.8904679995112276,273.2597403526306,0.001,None,False,True,1,None,50,auto,l2,42,sag,0.02,0,True
lr_valid_lb_mm_0-100,0.9004164698810699,0.9213271796462923,0.9004164698810699,0.8912295181909416,276.5607645511627,0.001,None,False,True,1,None,50,multinomial,l2,42,sag,0.02,0,True
lr_valid_lb_mm_0-100,0.8996838542293087,0.9114085898603228,0.8996838542293087,0.8895990318524332,271.2169826030731,0.001,None,False,True,1,None,50,multinomial,none,42,sag,0.02,0,True
lr_valid_lb_mm_0-100,0.9010849194477399,0.9165306598274656,0.9010849194477399,0.8912990080302314,272.11093854904175,0.001,None,False,True,1,None,50,auto,none,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1000,0.9048060737229036,0.9258727974102002,0.9048060737229036,0.8960322671419191,380.0305321216583,0.002,None,False,True,1,None,60,multinomial,l2,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1000,0.9055033580102716,0.923367418080409,0.9055033580102716,0.8965504273182839,377.0814516544342,0.001,None,False,True,1,None,60,auto,none,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1000,0.9047230360779125,0.9205910224921191,0.9047230360779125,0.8956731990478969,378.33843660354614,0.001,None,False,True,1,None,60,multinomial,none,42,lbfgs,0.01,0,True
lr_valid_lb_mm_0-1000,0.9054176014027487,0.9274598344929166,0.9054176014027487,0.8968851905993479,378.17267060279846,0.002,None,False,True,1,None,60,auto,l2,42,lbfgs,0.01,0,True
